auth_name,code,name,proj4string
EPSG,6353,NAD83(2011) / EPSG Arctic zone 6-14,+proj=lcc +lat_0=68.6874755555556 +lon_0=-165 +lat_1=70.3333333333333 +lat_2=67 +x_0=14500000 +y_0=6500000 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6354,NAD83(2011) / EPSG Arctic zone 6-16,+proj=lcc +lat_0=68.6874755555556 +lon_0=-147 +lat_1=70.3333333333333 +lat_2=67 +x_0=16500000 +y_0=6500000 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6355,NAD83(2011) / Alabama East,+proj=tmerc +lat_0=30.5 +lon_0=-85.8333333333333 +k=0.99996 +x_0=200000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6356,NAD83(2011) / Alabama West,+proj=tmerc +lat_0=30 +lon_0=-87.5 +k=0.999933333 +x_0=600000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6357,NAVD88 depth,+vunits=m +no_defs +type=crs
EPSG,6358,NAVD88 depth (ftUS),+vunits=us-ft +no_defs +type=crs
EPSG,6359,NGVD29 depth (ftUS),+vunits=us-ft +no_defs +type=crs
EPSG,6360,NAVD88 height (ftUS),+vunits=us-ft +no_defs +type=crs
EPSG,6362,Mexico ITRF92 / LCC,+proj=lcc +lat_0=12 +lon_0=-102 +lat_1=17.5 +lat_2=29.5 +x_0=2500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6363,Mexico ITRF2008,+proj=geocent +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6364,Mexico ITRF2008,+proj=longlat +ellps=GRS80 +no_defs +type=crs
EPSG,6365,Mexico ITRF2008,+proj=longlat +ellps=GRS80 +no_defs +type=crs
EPSG,6366,Mexico ITRF2008 / UTM zone 11N,+proj=utm +zone=11 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6367,Mexico ITRF2008 / UTM zone 12N,+proj=utm +zone=12 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6368,Mexico ITRF2008 / UTM zone 13N,+proj=utm +zone=13 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6369,Mexico ITRF2008 / UTM zone 14N,+proj=utm +zone=14 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6370,Mexico ITRF2008 / UTM zone 15N,+proj=utm +zone=15 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6371,Mexico ITRF2008 / UTM zone 16N,+proj=utm +zone=16 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6372,Mexico ITRF2008 / LCC,+proj=lcc +lat_0=12 +lon_0=-102 +lat_1=17.5 +lat_2=29.5 +x_0=2500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6381,UCS-2000 / Ukraine TM zone 7,+proj=tmerc +lat_0=0 +lon_0=21 +k=1 +x_0=300000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs
EPSG,6382,UCS-2000 / Ukraine TM zone 8,+proj=tmerc +lat_0=0 +lon_0=24 +k=1 +x_0=300000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs
EPSG,6383,UCS-2000 / Ukraine TM zone 9,+proj=tmerc +lat_0=0 +lon_0=27 +k=1 +x_0=300000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs
EPSG,6384,UCS-2000 / Ukraine TM zone 10,+proj=tmerc +lat_0=0 +lon_0=30 +k=1 +x_0=300000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs
EPSG,6385,UCS-2000 / Ukraine TM zone 11,+proj=tmerc +lat_0=0 +lon_0=33 +k=1 +x_0=300000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs
EPSG,6386,UCS-2000 / Ukraine TM zone 12,+proj=tmerc +lat_0=0 +lon_0=36 +k=1 +x_0=300000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs
EPSG,6387,UCS-2000 / Ukraine TM zone 13,+proj=tmerc +lat_0=0 +lon_0=39 +k=1 +x_0=300000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs
EPSG,6391,Cayman Islands National Grid 2011,+proj=lcc +lat_0=19.3333333333333 +lon_0=-80.5666666666667 +lat_1=19.3333333333333 +lat_2=19.7 +x_0=899160 +y_0=579120 +ellps=GRS80 +units=ft +no_defs +type=crs
EPSG,6393,NAD83(2011) / Alaska Albers,+proj=aea +lat_0=50 +lon_0=-154 +lat_1=55 +lat_2=65 +x_0=0 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6394,NAD83(2011) / Alaska zone 1,+proj=omerc +no_uoff +lat_0=57 +lonc=-133.666666666667 +alpha=323.130102361111 +gamma=323.130102361111 +k=0.9999 +x_0=5000000 +y_0=-5000000 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6395,NAD83(2011) / Alaska zone 2,+proj=tmerc +lat_0=54 +lon_0=-142 +k=0.9999 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6396,NAD83(2011) / Alaska zone 3,+proj=tmerc +lat_0=54 +lon_0=-146 +k=0.9999 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6397,NAD83(2011) / Alaska zone 4,+proj=tmerc +lat_0=54 +lon_0=-150 +k=0.9999 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6398,NAD83(2011) / Alaska zone 5,+proj=tmerc +lat_0=54 +lon_0=-154 +k=0.9999 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6399,NAD83(2011) / Alaska zone 6,+proj=tmerc +lat_0=54 +lon_0=-158 +k=0.9999 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6400,NAD83(2011) / Alaska zone 7,+proj=tmerc +lat_0=54 +lon_0=-162 +k=0.9999 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6401,NAD83(2011) / Alaska zone 8,+proj=tmerc +lat_0=54 +lon_0=-166 +k=0.9999 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6402,NAD83(2011) / Alaska zone 9,+proj=tmerc +lat_0=54 +lon_0=-170 +k=0.9999 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6403,NAD83(2011) / Alaska zone 10,+proj=lcc +lat_0=51 +lon_0=-176 +lat_1=53.8333333333333 +lat_2=51.8333333333333 +x_0=1000000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6404,NAD83(2011) / Arizona Central,+proj=tmerc +lat_0=31 +lon_0=-111.916666666667 +k=0.9999 +x_0=213360 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6405,NAD83(2011) / Arizona Central (ft),+proj=tmerc +lat_0=31 +lon_0=-111.916666666667 +k=0.9999 +x_0=213360 +y_0=0 +ellps=GRS80 +units=ft +no_defs +type=crs
EPSG,6406,NAD83(2011) / Arizona East,+proj=tmerc +lat_0=31 +lon_0=-110.166666666667 +k=0.9999 +x_0=213360 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6407,NAD83(2011) / Arizona East (ft),+proj=tmerc +lat_0=31 +lon_0=-110.166666666667 +k=0.9999 +x_0=213360 +y_0=0 +ellps=GRS80 +units=ft +no_defs +type=crs
EPSG,6408,NAD83(2011) / Arizona West,+proj=tmerc +lat_0=31 +lon_0=-113.75 +k=0.999933333 +x_0=213360 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6409,NAD83(2011) / Arizona West (ft),+proj=tmerc +lat_0=31 +lon_0=-113.75 +k=0.999933333 +x_0=213360 +y_0=0 +ellps=GRS80 +units=ft +no_defs +type=crs
EPSG,6410,NAD83(2011) / Arkansas North,+proj=lcc +lat_0=34.3333333333333 +lon_0=-92 +lat_1=36.2333333333333 +lat_2=34.9333333333333 +x_0=400000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6411,NAD83(2011) / Arkansas North (ftUS),+proj=lcc +lat_0=34.3333333333333 +lon_0=-92 +lat_1=36.2333333333333 +lat_2=34.9333333333333 +x_0=399999.99998984 +y_0=0 +ellps=GRS80 +units=us-ft +no_defs +type=crs
EPSG,6412,NAD83(2011) / Arkansas South,+proj=lcc +lat_0=32.6666666666667 +lon_0=-92 +lat_1=34.7666666666667 +lat_2=33.3 +x_0=400000 +y_0=400000 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6413,NAD83(2011) / Arkansas South (ftUS),+proj=lcc +lat_0=32.6666666666667 +lon_0=-92 +lat_1=34.7666666666667 +lat_2=33.3 +x_0=399999.99998984 +y_0=399999.99998984 +ellps=GRS80 +units=us-ft +no_defs +type=crs
EPSG,6414,NAD83(2011) / California Albers,+proj=aea +lat_0=0 +lon_0=-120 +lat_1=34 +lat_2=40.5 +x_0=0 +y_0=-4000000 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6415,NAD83(2011) / California zone 1,+proj=lcc +lat_0=39.3333333333333 +lon_0=-122 +lat_1=41.6666666666667 +lat_2=40 +x_0=2000000 +y_0=500000 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6416,NAD83(2011) / California zone 1 (ftUS),+proj=lcc +lat_0=39.3333333333333 +lon_0=-122 +lat_1=41.6666666666667 +lat_2=40 +x_0=2000000.0001016 +y_0=500000.0001016 +ellps=GRS80 +units=us-ft +no_defs +type=crs
EPSG,6417,NAD83(2011) / California zone 2,+proj=lcc +lat_0=37.6666666666667 +lon_0=-122 +lat_1=39.8333333333333 +lat_2=38.3333333333333 +x_0=2000000 +y_0=500000 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6418,NAD83(2011) / California zone 2 (ftUS),+proj=lcc +lat_0=37.6666666666667 +lon_0=-122 +lat_1=39.8333333333333 +lat_2=38.3333333333333 +x_0=2000000.0001016 +y_0=500000.0001016 +ellps=GRS80 +units=us-ft +no_defs +type=crs
EPSG,6419,NAD83(2011) / California zone 3,+proj=lcc +lat_0=36.5 +lon_0=-120.5 +lat_1=38.4333333333333 +lat_2=37.0666666666667 +x_0=2000000 +y_0=500000 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6420,NAD83(2011) / California zone 3 (ftUS),+proj=lcc +lat_0=36.5 +lon_0=-120.5 +lat_1=38.4333333333333 +lat_2=37.0666666666667 +x_0=2000000.0001016 +y_0=500000.0001016 +ellps=GRS80 +units=us-ft +no_defs +type=crs
EPSG,6421,NAD83(2011) / California zone 4,+proj=lcc +lat_0=35.3333333333333 +lon_0=-119 +lat_1=37.25 +lat_2=36 +x_0=2000000 +y_0=500000 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6422,NAD83(2011) / California zone 4 (ftUS),+proj=lcc +lat_0=35.3333333333333 +lon_0=-119 +lat_1=37.25 +lat_2=36 +x_0=2000000.0001016 +y_0=500000.0001016 +ellps=GRS80 +units=us-ft +no_defs +type=crs
EPSG,6423,NAD83(2011) / California zone 5,+proj=lcc +lat_0=33.5 +lon_0=-118 +lat_1=35.4666666666667 +lat_2=34.0333333333333 +x_0=2000000 +y_0=500000 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6424,NAD83(2011) / California zone 5 (ftUS),+proj=lcc +lat_0=33.5 +lon_0=-118 +lat_1=35.4666666666667 +lat_2=34.0333333333333 +x_0=2000000.0001016 +y_0=500000.0001016 +ellps=GRS80 +units=us-ft +no_defs +type=crs
EPSG,6425,NAD83(2011) / California zone 6,+proj=lcc +lat_0=32.1666666666667 +lon_0=-116.25 +lat_1=33.8833333333333 +lat_2=32.7833333333333 +x_0=2000000 +y_0=500000 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6426,NAD83(2011) / California zone 6 (ftUS),+proj=lcc +lat_0=32.1666666666667 +lon_0=-116.25 +lat_1=33.8833333333333 +lat_2=32.7833333333333 +x_0=2000000.0001016 +y_0=500000.0001016 +ellps=GRS80 +units=us-ft +no_defs +type=crs
EPSG,6427,NAD83(2011) / Colorado Central,+proj=lcc +lat_0=37.8333333333333 +lon_0=-105.5 +lat_1=39.75 +lat_2=38.45 +x_0=914401.8289 +y_0=304800.6096 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6428,NAD83(2011) / Colorado Central (ftUS),+proj=lcc +lat_0=37.8333333333333 +lon_0=-105.5 +lat_1=39.75 +lat_2=38.45 +x_0=914401.828803658 +y_0=304800.609601219 +ellps=GRS80 +units=us-ft +no_defs +type=crs
EPSG,6429,NAD83(2011) / Colorado North,+proj=lcc +lat_0=39.3333333333333 +lon_0=-105.5 +lat_1=40.7833333333333 +lat_2=39.7166666666667 +x_0=914401.8289 +y_0=304800.6096 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6430,NAD83(2011) / Colorado North (ftUS),+proj=lcc +lat_0=39.3333333333333 +lon_0=-105.5 +lat_1=40.7833333333333 +lat_2=39.7166666666667 +x_0=914401.828803658 +y_0=304800.609601219 +ellps=GRS80 +units=us-ft +no_defs +type=crs
EPSG,6431,NAD83(2011) / Colorado South,+proj=lcc +lat_0=36.6666666666667 +lon_0=-105.5 +lat_1=38.4333333333333 +lat_2=37.2333333333333 +x_0=914401.8289 +y_0=304800.6096 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6432,NAD83(2011) / Colorado South (ftUS),+proj=lcc +lat_0=36.6666666666667 +lon_0=-105.5 +lat_1=38.4333333333333 +lat_2=37.2333333333333 +x_0=914401.828803658 +y_0=304800.609601219 +ellps=GRS80 +units=us-ft +no_defs +type=crs
EPSG,6433,NAD83(2011) / Connecticut,+proj=lcc +lat_0=40.8333333333333 +lon_0=-72.75 +lat_1=41.8666666666667 +lat_2=41.2 +x_0=304800.6096 +y_0=152400.3048 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6434,NAD83(2011) / Connecticut (ftUS),+proj=lcc +lat_0=40.8333333333333 +lon_0=-72.75 +lat_1=41.8666666666667 +lat_2=41.2 +x_0=304800.609601219 +y_0=152400.30480061 +ellps=GRS80 +units=us-ft +no_defs +type=crs
EPSG,6435,NAD83(2011) / Delaware,+proj=tmerc +lat_0=38 +lon_0=-75.4166666666667 +k=0.999995 +x_0=200000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6436,NAD83(2011) / Delaware (ftUS),+proj=tmerc +lat_0=38 +lon_0=-75.4166666666667 +k=0.999995 +x_0=200000.0001016 +y_0=0 +ellps=GRS80 +units=us-ft +no_defs +type=crs
EPSG,6437,NAD83(2011) / Florida East,+proj=tmerc +lat_0=24.3333333333333 +lon_0=-81 +k=0.999941177 +x_0=200000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6438,NAD83(2011) / Florida East (ftUS),+proj=tmerc +lat_0=24.3333333333333 +lon_0=-81 +k=0.999941177 +x_0=200000.0001016 +y_0=0 +ellps=GRS80 +units=us-ft +no_defs +type=crs
EPSG,6439,NAD83(2011) / Florida GDL Albers,+proj=aea +lat_0=24 +lon_0=-84 +lat_1=24 +lat_2=31.5 +x_0=400000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6440,NAD83(2011) / Florida North,+proj=lcc +lat_0=29 +lon_0=-84.5 +lat_1=30.75 +lat_2=29.5833333333333 +x_0=600000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6441,NAD83(2011) / Florida North (ftUS),+proj=lcc +lat_0=29 +lon_0=-84.5 +lat_1=30.75 +lat_2=29.5833333333333 +x_0=600000 +y_0=0 +ellps=GRS80 +units=us-ft +no_defs +type=crs
EPSG,6442,NAD83(2011) / Florida West,+proj=tmerc +lat_0=24.3333333333333 +lon_0=-82 +k=0.999941177 +x_0=200000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6443,NAD83(2011) / Florida West (ftUS),+proj=tmerc +lat_0=24.3333333333333 +lon_0=-82 +k=0.999941177 +x_0=200000.0001016 +y_0=0 +ellps=GRS80 +units=us-ft +no_defs +type=crs
EPSG,6444,NAD83(2011) / Georgia East,+proj=tmerc +lat_0=30 +lon_0=-82.1666666666667 +k=0.9999 +x_0=200000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6445,NAD83(2011) / Georgia East (ftUS),+proj=tmerc +lat_0=30 +lon_0=-82.1666666666667 +k=0.9999 +x_0=200000.0001016 +y_0=0 +ellps=GRS80 +units=us-ft +no_defs +type=crs
EPSG,6446,NAD83(2011) / Georgia West,+proj=tmerc +lat_0=30 +lon_0=-84.1666666666667 +k=0.9999 +x_0=700000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6447,NAD83(2011) / Georgia West (ftUS),+proj=tmerc +lat_0=30 +lon_0=-84.1666666666667 +k=0.9999 +x_0=699999.9998984 +y_0=0 +ellps=GRS80 +units=us-ft +no_defs +type=crs
EPSG,6448,NAD83(2011) / Idaho Central,+proj=tmerc +lat_0=41.6666666666667 +lon_0=-114 +k=0.999947368 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6449,NAD83(2011) / Idaho Central (ftUS),+proj=tmerc +lat_0=41.6666666666667 +lon_0=-114 +k=0.999947368 +x_0=500000.0001016 +y_0=0 +ellps=GRS80 +units=us-ft +no_defs +type=crs
EPSG,6450,NAD83(2011) / Idaho East,+proj=tmerc +lat_0=41.6666666666667 +lon_0=-112.166666666667 +k=0.999947368 +x_0=200000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6451,NAD83(2011) / Idaho East (ftUS),+proj=tmerc +lat_0=41.6666666666667 +lon_0=-112.166666666667 +k=0.999947368 +x_0=200000.0001016 +y_0=0 +ellps=GRS80 +units=us-ft +no_defs +type=crs
EPSG,6452,NAD83(2011) / Idaho West,+proj=tmerc +lat_0=41.6666666666667 +lon_0=-115.75 +k=0.999933333 +x_0=800000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6453,NAD83(2011) / Idaho West (ftUS),+proj=tmerc +lat_0=41.6666666666667 +lon_0=-115.75 +k=0.999933333 +x_0=800000.0001016 +y_0=0 +ellps=GRS80 +units=us-ft +no_defs +type=crs
EPSG,6454,NAD83(2011) / Illinois East,+proj=tmerc +lat_0=36.6666666666667 +lon_0=-88.3333333333333 +k=0.999975 +x_0=300000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6455,NAD83(2011) / Illinois East (ftUS),+proj=tmerc +lat_0=36.6666666666667 +lon_0=-88.3333333333333 +k=0.999975 +x_0=300000 +y_0=0 +ellps=GRS80 +units=us-ft +no_defs +type=crs
EPSG,6456,NAD83(2011) / Illinois West,+proj=tmerc +lat_0=36.6666666666667 +lon_0=-90.1666666666667 +k=0.999941177 +x_0=700000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6457,NAD83(2011) / Illinois West (ftUS),+proj=tmerc +lat_0=36.6666666666667 +lon_0=-90.1666666666667 +k=0.999941177 +x_0=699999.99998984 +y_0=0 +ellps=GRS80 +units=us-ft +no_defs +type=crs
EPSG,6458,NAD83(2011) / Indiana East,+proj=tmerc +lat_0=37.5 +lon_0=-85.6666666666667 +k=0.999966667 +x_0=100000 +y_0=250000 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6459,NAD83(2011) / Indiana East (ftUS),+proj=tmerc +lat_0=37.5 +lon_0=-85.6666666666667 +k=0.999966667 +x_0=99999.9998983998 +y_0=249999.9998984 +ellps=GRS80 +units=us-ft +no_defs +type=crs
EPSG,6460,NAD83(2011) / Indiana West,+proj=tmerc +lat_0=37.5 +lon_0=-87.0833333333333 +k=0.999966667 +x_0=900000 +y_0=250000 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6461,NAD83(2011) / Indiana West (ftUS),+proj=tmerc +lat_0=37.5 +lon_0=-87.0833333333333 +k=0.999966667 +x_0=900000 +y_0=249999.9998984 +ellps=GRS80 +units=us-ft +no_defs +type=crs
EPSG,6462,NAD83(2011) / Iowa North,+proj=lcc +lat_0=41.5 +lon_0=-93.5 +lat_1=43.2666666666667 +lat_2=42.0666666666667 +x_0=1500000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6463,NAD83(2011) / Iowa North (ftUS),+proj=lcc +lat_0=41.5 +lon_0=-93.5 +lat_1=43.2666666666667 +lat_2=42.0666666666667 +x_0=1500000 +y_0=999999.99998984 +ellps=GRS80 +units=us-ft +no_defs +type=crs
EPSG,6464,NAD83(2011) / Iowa South,+proj=lcc +lat_0=40 +lon_0=-93.5 +lat_1=41.7833333333333 +lat_2=40.6166666666667 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6465,NAD83(2011) / Iowa South (ftUS),+proj=lcc +lat_0=40 +lon_0=-93.5 +lat_1=41.7833333333333 +lat_2=40.6166666666667 +x_0=500000.00001016 +y_0=0 +ellps=GRS80 +units=us-ft +no_defs +type=crs
EPSG,6466,NAD83(2011) / Kansas North,+proj=lcc +lat_0=38.3333333333333 +lon_0=-98 +lat_1=39.7833333333333 +lat_2=38.7166666666667 +x_0=400000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6467,NAD83(2011) / Kansas North (ftUS),+proj=lcc +lat_0=38.3333333333333 +lon_0=-98 +lat_1=39.7833333333333 +lat_2=38.7166666666667 +x_0=399999.99998984 +y_0=0 +ellps=GRS80 +units=us-ft +no_defs +type=crs
EPSG,6468,NAD83(2011) / Kansas South,+proj=lcc +lat_0=36.6666666666667 +lon_0=-98.5 +lat_1=38.5666666666667 +lat_2=37.2666666666667 +x_0=400000 +y_0=400000 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6469,NAD83(2011) / Kansas South (ftUS),+proj=lcc +lat_0=36.6666666666667 +lon_0=-98.5 +lat_1=38.5666666666667 +lat_2=37.2666666666667 +x_0=399999.99998984 +y_0=399999.99998984 +ellps=GRS80 +units=us-ft +no_defs +type=crs
EPSG,6470,NAD83(2011) / Kentucky North,+proj=lcc +lat_0=37.5 +lon_0=-84.25 +lat_1=37.9666666666667 +lat_2=38.9666666666667 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6471,NAD83(2011) / Kentucky North (ftUS),+proj=lcc +lat_0=37.5 +lon_0=-84.25 +lat_1=37.9666666666667 +lat_2=38.9666666666667 +x_0=500000.0001016 +y_0=0 +ellps=GRS80 +units=us-ft +no_defs +type=crs
EPSG,6472,NAD83(2011) / Kentucky Single Zone,+proj=lcc +lat_0=36.3333333333333 +lon_0=-85.75 +lat_1=37.0833333333333 +lat_2=38.6666666666667 +x_0=1500000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6473,NAD83(2011) / Kentucky Single Zone (ftUS),+proj=lcc +lat_0=36.3333333333333 +lon_0=-85.75 +lat_1=37.0833333333333 +lat_2=38.6666666666667 +x_0=1500000 +y_0=999999.9998984 +ellps=GRS80 +units=us-ft +no_defs +type=crs
EPSG,6474,NAD83(2011) / Kentucky South,+proj=lcc +lat_0=36.3333333333333 +lon_0=-85.75 +lat_1=37.9333333333333 +lat_2=36.7333333333333 +x_0=500000 +y_0=500000 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6475,NAD83(2011) / Kentucky South (ftUS),+proj=lcc +lat_0=36.3333333333333 +lon_0=-85.75 +lat_1=37.9333333333333 +lat_2=36.7333333333333 +x_0=500000.0001016 +y_0=500000.0001016 +ellps=GRS80 +units=us-ft +no_defs +type=crs
EPSG,6476,NAD83(2011) / Louisiana North,+proj=lcc +lat_0=30.5 +lon_0=-92.5 +lat_1=32.6666666666667 +lat_2=31.1666666666667 +x_0=1000000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6477,NAD83(2011) / Louisiana North (ftUS),+proj=lcc +lat_0=30.5 +lon_0=-92.5 +lat_1=32.6666666666667 +lat_2=31.1666666666667 +x_0=999999.99998984 +y_0=0 +ellps=GRS80 +units=us-ft +no_defs +type=crs
EPSG,6478,NAD83(2011) / Louisiana South,+proj=lcc +lat_0=28.5 +lon_0=-91.3333333333333 +lat_1=30.7 +lat_2=29.3 +x_0=1000000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6479,NAD83(2011) / Louisiana South (ftUS),+proj=lcc +lat_0=28.5 +lon_0=-91.3333333333333 +lat_1=30.7 +lat_2=29.3 +x_0=999999.99998984 +y_0=0 +ellps=GRS80 +units=us-ft +no_defs +type=crs
EPSG,6480,NAD83(2011) / Maine CS2000 Central,+proj=tmerc +lat_0=43.5 +lon_0=-69.125 +k=0.99998 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6481,NAD83(2011) / Maine CS2000 East,+proj=tmerc +lat_0=43.8333333333333 +lon_0=-67.875 +k=0.99998 +x_0=700000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6482,NAD83(2011) / Maine CS2000 West,+proj=tmerc +lat_0=42.8333333333333 +lon_0=-70.375 +k=0.99998 +x_0=300000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6483,NAD83(2011) / Maine East,+proj=tmerc +lat_0=43.6666666666667 +lon_0=-68.5 +k=0.9999 +x_0=300000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6484,NAD83(2011) / Maine East (ftUS),+proj=tmerc +lat_0=43.6666666666667 +lon_0=-68.5 +k=0.9999 +x_0=300000 +y_0=0 +ellps=GRS80 +units=us-ft +no_defs +type=crs
EPSG,6485,NAD83(2011) / Maine West,+proj=tmerc +lat_0=42.8333333333333 +lon_0=-70.1666666666667 +k=0.999966667 +x_0=900000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6486,NAD83(2011) / Maine West (ftUS),+proj=tmerc +lat_0=42.8333333333333 +lon_0=-70.1666666666667 +k=0.999966667 +x_0=900000 +y_0=0 +ellps=GRS80 +units=us-ft +no_defs +type=crs
EPSG,6487,NAD83(2011) / Maryland,+proj=lcc +lat_0=37.6666666666667 +lon_0=-77 +lat_1=39.45 +lat_2=38.3 +x_0=400000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6488,NAD83(2011) / Maryland (ftUS),+proj=lcc +lat_0=37.6666666666667 +lon_0=-77 +lat_1=39.45 +lat_2=38.3 +x_0=399999.9998984 +y_0=0 +ellps=GRS80 +units=us-ft +no_defs +type=crs
EPSG,6489,NAD83(2011) / Massachusetts Island,+proj=lcc +lat_0=41 +lon_0=-70.5 +lat_1=41.4833333333333 +lat_2=41.2833333333333 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6490,NAD83(2011) / Massachusetts Island (ftUS),+proj=lcc +lat_0=41 +lon_0=-70.5 +lat_1=41.4833333333333 +lat_2=41.2833333333333 +x_0=500000.0001016 +y_0=0 +ellps=GRS80 +units=us-ft +no_defs +type=crs
EPSG,6491,NAD83(2011) / Massachusetts Mainland,+proj=lcc +lat_0=41 +lon_0=-71.5 +lat_1=42.6833333333333 +lat_2=41.7166666666667 +x_0=200000 +y_0=750000 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,6492,NAD83(2011) / Massachusetts Mainland (ftUS),+proj=lcc +lat_0=41 +lon_0=-71.5 +lat_1=42.6833333333333 +lat_2=41.7166666666667 +x_0=200000.0001016 +y_0=750000 +ellps=GRS80 +units=us-ft +no_defs +type=crs
