auth_name,code,name,proj4string
EPSG,3729,NAD83(NSRS2007) / Ohio South (ftUS),+proj=lcc +lat_0=38 +lon_0=-82.5 +lat_1=40.0333333333333 +lat_2=38.7333333333333 +x_0=600000 +y_0=0 +ellps=GRS80 +units=us-ft +no_defs +type=crs
EPSG,3730,NAD83(NSRS2007) / Wyoming East (ftUS),+proj=tmerc +lat_0=40.5 +lon_0=-105.166666666667 +k=0.9999375 +x_0=200000.00001016 +y_0=0 +ellps=GRS80 +units=us-ft +no_defs +type=crs
EPSG,3731,NAD83(NSRS2007) / Wyoming East Central (ftUS),+proj=tmerc +lat_0=40.5 +lon_0=-107.333333333333 +k=0.9999375 +x_0=399999.99998984 +y_0=99999.99998984 +ellps=GRS80 +units=us-ft +no_defs +type=crs
EPSG,3732,NAD83(NSRS2007) / Wyoming West Central (ftUS),+proj=tmerc +lat_0=40.5 +lon_0=-108.75 +k=0.9999375 +x_0=600000 +y_0=0 +ellps=GRS80 +units=us-ft +no_defs +type=crs
EPSG,3733,NAD83(NSRS2007) / Wyoming West (ftUS),+proj=tmerc +lat_0=40.5 +lon_0=-110.083333333333 +k=0.9999375 +x_0=800000.00001016 +y_0=99999.99998984 +ellps=GRS80 +units=us-ft +no_defs +type=crs
EPSG,3734,NAD83 / Ohio North (ftUS),+proj=lcc +lat_0=39.6666666666667 +lon_0=-82.5 +lat_1=41.7 +lat_2=40.4333333333333 +x_0=600000 +y_0=0 +datum=NAD83 +units=us-ft +no_defs +type=crs
EPSG,3735,NAD83 / Ohio South (ftUS),+proj=lcc +lat_0=38 +lon_0=-82.5 +lat_1=40.0333333333333 +lat_2=38.7333333333333 +x_0=600000 +y_0=0 +datum=NAD83 +units=us-ft +no_defs +type=crs
EPSG,3736,NAD83 / Wyoming East (ftUS),+proj=tmerc +lat_0=40.5 +lon_0=-105.166666666667 +k=0.9999375 +x_0=200000.00001016 +y_0=0 +datum=NAD83 +units=us-ft +no_defs +type=crs
EPSG,3737,NAD83 / Wyoming East Central (ftUS),+proj=tmerc +lat_0=40.5 +lon_0=-107.333333333333 +k=0.9999375 +x_0=399999.99998984 +y_0=99999.99998984 +datum=NAD83 +units=us-ft +no_defs +type=crs
EPSG,3738,NAD83 / Wyoming West Central (ftUS),+proj=tmerc +lat_0=40.5 +lon_0=-108.75 +k=0.9999375 +x_0=600000 +y_0=0 +datum=NAD83 +units=us-ft +no_defs +type=crs
EPSG,3739,NAD83 / Wyoming West (ftUS),+proj=tmerc +lat_0=40.5 +lon_0=-110.083333333333 +k=0.9999375 +x_0=800000.00001016 +y_0=99999.99998984 +datum=NAD83 +units=us-ft +no_defs +type=crs
EPSG,3740,NAD83(HARN) / UTM zone 10N,+proj=utm +zone=10 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3741,NAD83(HARN) / UTM zone 11N,+proj=utm +zone=11 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3742,NAD83(HARN) / UTM zone 12N,+proj=utm +zone=12 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3743,NAD83(HARN) / UTM zone 13N,+proj=utm +zone=13 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3744,NAD83(HARN) / UTM zone 14N,+proj=utm +zone=14 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3745,NAD83(HARN) / UTM zone 15N,+proj=utm +zone=15 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3746,NAD83(HARN) / UTM zone 16N,+proj=utm +zone=16 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3747,NAD83(HARN) / UTM zone 17N,+proj=utm +zone=17 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3748,NAD83(HARN) / UTM zone 18N,+proj=utm +zone=18 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3749,NAD83(HARN) / UTM zone 19N,+proj=utm +zone=19 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3750,NAD83(HARN) / UTM zone 4N,+proj=utm +zone=4 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3751,NAD83(HARN) / UTM zone 5N,+proj=utm +zone=5 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3753,NAD83(HARN) / Ohio North (ftUS),+proj=lcc +lat_0=39.6666666666667 +lon_0=-82.5 +lat_1=41.7 +lat_2=40.4333333333333 +x_0=600000 +y_0=0 +ellps=GRS80 +units=us-ft +no_defs +type=crs
EPSG,3754,NAD83(HARN) / Ohio South (ftUS),+proj=lcc +lat_0=38 +lon_0=-82.5 +lat_1=40.0333333333333 +lat_2=38.7333333333333 +x_0=600000 +y_0=0 +ellps=GRS80 +units=us-ft +no_defs +type=crs
EPSG,3755,NAD83(HARN) / Wyoming East (ftUS),+proj=tmerc +lat_0=40.5 +lon_0=-105.166666666667 +k=0.9999375 +x_0=200000.00001016 +y_0=0 +ellps=GRS80 +units=us-ft +no_defs +type=crs
EPSG,3756,NAD83(HARN) / Wyoming East Central (ftUS),+proj=tmerc +lat_0=40.5 +lon_0=-107.333333333333 +k=0.9999375 +x_0=399999.99998984 +y_0=99999.99998984 +ellps=GRS80 +units=us-ft +no_defs +type=crs
EPSG,3757,NAD83(HARN) / Wyoming West Central (ftUS),+proj=tmerc +lat_0=40.5 +lon_0=-108.75 +k=0.9999375 +x_0=600000 +y_0=0 +ellps=GRS80 +units=us-ft +no_defs +type=crs
EPSG,3758,NAD83(HARN) / Wyoming West (ftUS),+proj=tmerc +lat_0=40.5 +lon_0=-110.083333333333 +k=0.9999375 +x_0=800000.00001016 +y_0=99999.99998984 +ellps=GRS80 +units=us-ft +no_defs +type=crs
EPSG,3759,NAD83 / Hawaii zone 3 (ftUS),+proj=tmerc +lat_0=21.1666666666667 +lon_0=-158 +k=0.99999 +x_0=500000.00001016 +y_0=0 +datum=NAD83 +units=us-ft +no_defs +type=crs
EPSG,3760,NAD83(HARN) / Hawaii zone 3 (ftUS),+proj=tmerc +lat_0=21.1666666666667 +lon_0=-158 +k=0.99999 +x_0=500000.00001016 +y_0=0 +ellps=GRS80 +units=us-ft +no_defs +type=crs
EPSG,3761,NAD83(CSRS) / UTM zone 22N,+proj=utm +zone=22 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3762,WGS 84 / South Georgia Lambert,+proj=lcc +lat_0=-55 +lon_0=-37 +lat_1=-54 +lat_2=-54.75 +x_0=0 +y_0=0 +datum=WGS84 +units=m +no_defs +type=crs
EPSG,3763,ETRS89 / Portugal TM06,+proj=tmerc +lat_0=39.6682583333333 +lon_0=-8.13310833333333 +k=1 +x_0=0 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3764,NZGD2000 / Chatham Island Circuit 2000,+proj=tmerc +lat_0=-44 +lon_0=-176.5 +k=1 +x_0=400000 +y_0=800000 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3765,HTRS96 / Croatia TM,+proj=tmerc +lat_0=0 +lon_0=16.5 +k=0.9999 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3766,HTRS96 / Croatia LCC,+proj=lcc +lat_0=0 +lon_0=16.5 +lat_1=45.9166666666667 +lat_2=43.0833333333333 +x_0=0 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3767,HTRS96 / UTM zone 33N,+proj=utm +zone=33 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3768,HTRS96 / UTM zone 34N,+proj=utm +zone=34 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3769,Bermuda 1957 / UTM zone 20N,+proj=utm +zone=20 +ellps=clrk66 +units=m +no_defs +type=crs
EPSG,3770,BDA2000 / Bermuda 2000 National Grid,+proj=tmerc +lat_0=32 +lon_0=-64.75 +k=1 +x_0=550000 +y_0=100000 +ellps=WGS84 +units=m +no_defs +type=crs
EPSG,3771,NAD27 / Alberta 3TM ref merid 111 W,+proj=tmerc +lat_0=0 +lon_0=-111 +k=0.9999 +x_0=0 +y_0=0 +datum=NAD27 +units=m +no_defs +type=crs
EPSG,3772,NAD27 / Alberta 3TM ref merid 114 W,+proj=tmerc +lat_0=0 +lon_0=-114 +k=0.9999 +x_0=0 +y_0=0 +datum=NAD27 +units=m +no_defs +type=crs
EPSG,3773,NAD27 / Alberta 3TM ref merid 117 W,+proj=tmerc +lat_0=0 +lon_0=-117 +k=0.9999 +x_0=0 +y_0=0 +datum=NAD27 +units=m +no_defs +type=crs
EPSG,3775,NAD83 / Alberta 3TM ref merid 111 W,+proj=tmerc +lat_0=0 +lon_0=-111 +k=0.9999 +x_0=0 +y_0=0 +datum=NAD83 +units=m +no_defs +type=crs
EPSG,3776,NAD83 / Alberta 3TM ref merid 114 W,+proj=tmerc +lat_0=0 +lon_0=-114 +k=0.9999 +x_0=0 +y_0=0 +datum=NAD83 +units=m +no_defs +type=crs
EPSG,3777,NAD83 / Alberta 3TM ref merid 117 W,+proj=tmerc +lat_0=0 +lon_0=-117 +k=0.9999 +x_0=0 +y_0=0 +datum=NAD83 +units=m +no_defs +type=crs
EPSG,3779,NAD83(CSRS) / Alberta 3TM ref merid 111 W,+proj=tmerc +lat_0=0 +lon_0=-111 +k=0.9999 +x_0=0 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3780,NAD83(CSRS) / Alberta 3TM ref merid 114 W,+proj=tmerc +lat_0=0 +lon_0=-114 +k=0.9999 +x_0=0 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3781,NAD83(CSRS) / Alberta 3TM ref merid 117 W,+proj=tmerc +lat_0=0 +lon_0=-117 +k=0.9999 +x_0=0 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3783,Pitcairn 2006 / Pitcairn TM 2006,+proj=tmerc +lat_0=-25.0685526111111 +lon_0=-130.112967111111 +k=1 +x_0=14200 +y_0=15500 +ellps=WGS84 +units=m +no_defs +type=crs
EPSG,3784,Pitcairn 1967 / UTM zone 9S,+proj=utm +zone=9 +south +ellps=intl +units=m +no_defs +type=crs
EPSG,3788,NZGD2000 / Auckland Islands TM 2000,+proj=tmerc +lat_0=0 +lon_0=166 +k=1 +x_0=3500000 +y_0=10000000 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3789,NZGD2000 / Campbell Island TM 2000,+proj=tmerc +lat_0=0 +lon_0=169 +k=1 +x_0=3500000 +y_0=10000000 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3790,NZGD2000 / Antipodes Islands TM 2000,+proj=tmerc +lat_0=0 +lon_0=179 +k=1 +x_0=3500000 +y_0=10000000 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3791,NZGD2000 / Raoul Island TM 2000,+proj=tmerc +lat_0=0 +lon_0=-178 +k=1 +x_0=3500000 +y_0=10000000 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3793,NZGD2000 / Chatham Islands TM 2000,+proj=tmerc +lat_0=0 +lon_0=-176.5 +k=1 +x_0=3500000 +y_0=10000000 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3794,Slovenia 1996 / Slovene National Grid,+proj=tmerc +lat_0=0 +lon_0=15 +k=0.9999 +x_0=500000 +y_0=-5000000 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3795,NAD27 / Cuba Norte,+proj=lcc +lat_0=22.35 +lon_0=-81 +lat_1=23 +lat_2=21.7 +x_0=500000 +y_0=280296.016 +datum=NAD27 +units=m +no_defs +type=crs
EPSG,3796,NAD27 / Cuba Sur,+proj=lcc +lat_0=20.7166666666667 +lon_0=-76.8333333333333 +lat_1=21.3 +lat_2=20.1333333333333 +x_0=500000 +y_0=229126.939 +datum=NAD27 +units=m +no_defs +type=crs
EPSG,3797,NAD27 / MTQ Lambert,+proj=lcc +lat_0=44 +lon_0=-70 +lat_1=50 +lat_2=46 +x_0=800000 +y_0=0 +datum=NAD27 +units=m +no_defs +type=crs
EPSG,3798,NAD83 / MTQ Lambert,+proj=lcc +lat_0=44 +lon_0=-70 +lat_1=50 +lat_2=46 +x_0=800000 +y_0=0 +datum=NAD83 +units=m +no_defs +type=crs
EPSG,3799,NAD83(CSRS) / MTQ Lambert,+proj=lcc +lat_0=44 +lon_0=-70 +lat_1=50 +lat_2=46 +x_0=800000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3800,NAD27 / Alberta 3TM ref merid 120 W,+proj=tmerc +lat_0=0 +lon_0=-120 +k=0.9999 +x_0=0 +y_0=0 +datum=NAD27 +units=m +no_defs +type=crs
EPSG,3801,NAD83 / Alberta 3TM ref merid 120 W,+proj=tmerc +lat_0=0 +lon_0=-120 +k=0.9999 +x_0=0 +y_0=0 +datum=NAD83 +units=m +no_defs +type=crs
EPSG,3802,NAD83(CSRS) / Alberta 3TM ref merid 120 W,+proj=tmerc +lat_0=0 +lon_0=-120 +k=0.9999 +x_0=0 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3812,ETRS89 / Belgian Lambert 2008,+proj=lcc +lat_0=50.797815 +lon_0=4.35921583333333 +lat_1=49.8333333333333 +lat_2=51.1666666666667 +x_0=649328 +y_0=665262 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3814,NAD83 / Mississippi TM,+proj=tmerc +lat_0=32.5 +lon_0=-89.75 +k=0.9998335 +x_0=500000 +y_0=1300000 +datum=NAD83 +units=m +no_defs +type=crs
EPSG,3815,NAD83(HARN) / Mississippi TM,+proj=tmerc +lat_0=32.5 +lon_0=-89.75 +k=0.9998335 +x_0=500000 +y_0=1300000 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3816,NAD83(NSRS2007) / Mississippi TM,+proj=tmerc +lat_0=32.5 +lon_0=-89.75 +k=0.9998335 +x_0=500000 +y_0=1300000 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3819,HD1909,+proj=longlat +ellps=bessel +no_defs +type=crs
EPSG,3821,TWD67,+proj=longlat +ellps=aust_SA +no_defs +type=crs
EPSG,3822,TWD97,+proj=geocent +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3823,TWD97,+proj=longlat +ellps=GRS80 +no_defs +type=crs
EPSG,3824,TWD97,+proj=longlat +ellps=GRS80 +no_defs +type=crs
EPSG,3825,TWD97 / TM2 zone 119,+proj=tmerc +lat_0=0 +lon_0=119 +k=0.9999 +x_0=250000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3826,TWD97 / TM2 zone 121,+proj=tmerc +lat_0=0 +lon_0=121 +k=0.9999 +x_0=250000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3827,TWD67 / TM2 zone 119,+proj=tmerc +lat_0=0 +lon_0=119 +k=0.9999 +x_0=250000 +y_0=0 +ellps=aust_SA +units=m +no_defs +type=crs
EPSG,3828,TWD67 / TM2 zone 121,+proj=tmerc +lat_0=0 +lon_0=121 +k=0.9999 +x_0=250000 +y_0=0 +ellps=aust_SA +units=m +no_defs +type=crs
EPSG,3829,Hu Tzu Shan 1950 / UTM zone 51N,+proj=utm +zone=51 +ellps=intl +units=m +no_defs +type=crs
EPSG,3832,WGS 84 / PDC Mercator,+proj=merc +lon_0=150 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +no_defs +type=crs
EPSG,3833,Pulkovo 1942(58) / Gauss-Kruger zone 2,+proj=tmerc +lat_0=0 +lon_0=9 +k=1 +x_0=2500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs
EPSG,3834,Pulkovo 1942(83) / Gauss-Kruger zone 2,+proj=tmerc +lat_0=0 +lon_0=9 +k=1 +x_0=2500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs
EPSG,3835,Pulkovo 1942(83) / Gauss-Kruger zone 3,+proj=tmerc +lat_0=0 +lon_0=15 +k=1 +x_0=3500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs
EPSG,3836,Pulkovo 1942(83) / Gauss-Kruger zone 4,+proj=tmerc +lat_0=0 +lon_0=21 +k=1 +x_0=4500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs
EPSG,3837,Pulkovo 1942(58) / 3-degree Gauss-Kruger zone 3,+proj=tmerc +lat_0=0 +lon_0=9 +k=1 +x_0=3500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs
EPSG,3838,Pulkovo 1942(58) / 3-degree Gauss-Kruger zone 4,+proj=tmerc +lat_0=0 +lon_0=12 +k=1 +x_0=4500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs
EPSG,3839,Pulkovo 1942(58) / 3-degree Gauss-Kruger zone 9,+proj=tmerc +lat_0=0 +lon_0=27 +k=1 +x_0=9500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs
EPSG,3840,Pulkovo 1942(58) / 3-degree Gauss-Kruger zone 10,+proj=tmerc +lat_0=0 +lon_0=30 +k=1 +x_0=10500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs
EPSG,3841,Pulkovo 1942(83) / 3-degree Gauss-Kruger zone 6,+proj=tmerc +lat_0=0 +lon_0=18 +k=1 +x_0=6500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs
EPSG,3844,Pulkovo 1942(58) / Stereo70,+proj=sterea +lat_0=46 +lon_0=25 +k=0.99975 +x_0=500000 +y_0=500000 +ellps=krass +units=m +no_defs +type=crs
EPSG,3845,SWEREF99 / RT90 7.5 gon V emulation,+proj=tmerc +lat_0=0 +lon_0=11.30625 +k=1.000006 +x_0=1500025.141 +y_0=-667.282 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3846,SWEREF99 / RT90 5 gon V emulation,+proj=tmerc +lat_0=0 +lon_0=13.5562666666667 +k=1.0000058 +x_0=1500044.695 +y_0=-667.13 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3847,SWEREF99 / RT90 2.5 gon V emulation,+proj=tmerc +lat_0=0 +lon_0=15.8062845294444 +k=1.00000561024 +x_0=1500064.274 +y_0=-667.711 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3848,SWEREF99 / RT90 0 gon emulation,+proj=tmerc +lat_0=0 +lon_0=18.0563 +k=1.0000054 +x_0=1500083.521 +y_0=-668.844 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3849,SWEREF99 / RT90 2.5 gon O emulation,+proj=tmerc +lat_0=0 +lon_0=20.3063166666667 +k=1.0000052 +x_0=1500102.765 +y_0=-670.706 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3850,SWEREF99 / RT90 5 gon O emulation,+proj=tmerc +lat_0=0 +lon_0=22.5563333333333 +k=1.0000049 +x_0=1500121.846 +y_0=-672.557 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3851,NZGD2000 / NZCS2000,+proj=lcc +lat_0=-41 +lon_0=173 +lat_1=-37.5 +lat_2=-44.5 +x_0=3000000 +y_0=7000000 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3852,RSRGD2000 / DGLC2000,+proj=lcc +lat_0=-90 +lon_0=157 +lat_1=-76.6666666666667 +lat_2=-79.3333333333333 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3854,County ST74,+proj=tmerc +lat_0=0 +lon_0=18.05787 +k=0.99999506 +x_0=100182.7406 +y_0=-6500620.1207 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3855,EGM2008 height,+vunits=m +no_defs +type=crs
EPSG,3857,WGS 84 / Pseudo-Mercator,+proj=merc +a=6378137 +b=6378137 +lat_ts=0 +lon_0=0 +x_0=0 +y_0=0 +k=1 +units=m +nadgrids=@null +wktext +no_defs +type=crs
EPSG,3873,ETRS89 / GK19FIN,+proj=tmerc +lat_0=0 +lon_0=19 +k=1 +x_0=19500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3874,ETRS89 / GK20FIN,+proj=tmerc +lat_0=0 +lon_0=20 +k=1 +x_0=20500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3875,ETRS89 / GK21FIN,+proj=tmerc +lat_0=0 +lon_0=21 +k=1 +x_0=21500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3876,ETRS89 / GK22FIN,+proj=tmerc +lat_0=0 +lon_0=22 +k=1 +x_0=22500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3877,ETRS89 / GK23FIN,+proj=tmerc +lat_0=0 +lon_0=23 +k=1 +x_0=23500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3878,ETRS89 / GK24FIN,+proj=tmerc +lat_0=0 +lon_0=24 +k=1 +x_0=24500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3879,ETRS89 / GK25FIN,+proj=tmerc +lat_0=0 +lon_0=25 +k=1 +x_0=25500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3880,ETRS89 / GK26FIN,+proj=tmerc +lat_0=0 +lon_0=26 +k=1 +x_0=26500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3881,ETRS89 / GK27FIN,+proj=tmerc +lat_0=0 +lon_0=27 +k=1 +x_0=27500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3882,ETRS89 / GK28FIN,+proj=tmerc +lat_0=0 +lon_0=28 +k=1 +x_0=28500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3883,ETRS89 / GK29FIN,+proj=tmerc +lat_0=0 +lon_0=29 +k=1 +x_0=29500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3884,ETRS89 / GK30FIN,+proj=tmerc +lat_0=0 +lon_0=30 +k=1 +x_0=30500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3885,ETRS89 / GK31FIN,+proj=tmerc +lat_0=0 +lon_0=31 +k=1 +x_0=31500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3886,Fao 1979 height,+vunits=m +no_defs +type=crs
EPSG,3887,IGRS,+proj=geocent +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3888,IGRS,+proj=longlat +ellps=GRS80 +no_defs +type=crs
EPSG,3889,IGRS,+proj=longlat +ellps=GRS80 +no_defs +type=crs
EPSG,3890,IGRS / UTM zone 37N,+proj=utm +zone=37 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3891,IGRS / UTM zone 38N,+proj=utm +zone=38 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3892,IGRS / UTM zone 39N,+proj=utm +zone=39 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3893,ED50 / Iraq National Grid,+proj=tmerc +lat_0=29.0262683333333 +lon_0=46.5 +k=0.9994 +x_0=800000 +y_0=0 +ellps=intl +units=m +no_defs +type=crs
EPSG,3900,N2000 height,+vunits=m +no_defs +type=crs
EPSG,3901,KKJ / Finland Uniform Coordinate System + N60 height,+proj=tmerc +lat_0=0 +lon_0=27 +k=1 +x_0=3500000 +y_0=0 +ellps=intl +units=m +vunits=m +no_defs +type=crs
EPSG,3902,"ETRS89 / TM35FIN(N,E) + N60 height",+proj=utm +zone=35 +ellps=GRS80 +units=m +vunits=m +no_defs +type=crs
EPSG,3903,"ETRS89 / TM35FIN(N,E) + N2000 height",+proj=utm +zone=35 +ellps=GRS80 +units=m +vunits=m +no_defs +type=crs
EPSG,3906,MGI 1901,+proj=longlat +ellps=bessel +no_defs +type=crs
EPSG,3912,MGI 1901 / Slovene National Grid,+proj=tmerc +lat_0=0 +lon_0=15 +k=0.9999 +x_0=500000 +y_0=-5000000 +ellps=bessel +units=m +no_defs +type=crs
EPSG,3920,Puerto Rico / UTM zone 20N,+proj=utm +zone=20 +ellps=clrk66 +units=m +no_defs +type=crs
EPSG,3942,RGF93 v1 / CC42,+proj=lcc +lat_0=42 +lon_0=3 +lat_1=41.25 +lat_2=42.75 +x_0=1700000 +y_0=1200000 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3943,RGF93 v1 / CC43,+proj=lcc +lat_0=43 +lon_0=3 +lat_1=42.25 +lat_2=43.75 +x_0=1700000 +y_0=2200000 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3944,RGF93 v1 / CC44,+proj=lcc +lat_0=44 +lon_0=3 +lat_1=43.25 +lat_2=44.75 +x_0=1700000 +y_0=3200000 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3945,RGF93 v1 / CC45,+proj=lcc +lat_0=45 +lon_0=3 +lat_1=44.25 +lat_2=45.75 +x_0=1700000 +y_0=4200000 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3946,RGF93 v1 / CC46,+proj=lcc +lat_0=46 +lon_0=3 +lat_1=45.25 +lat_2=46.75 +x_0=1700000 +y_0=5200000 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3947,RGF93 v1 / CC47,+proj=lcc +lat_0=47 +lon_0=3 +lat_1=46.25 +lat_2=47.75 +x_0=1700000 +y_0=6200000 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3948,RGF93 v1 / CC48,+proj=lcc +lat_0=48 +lon_0=3 +lat_1=47.25 +lat_2=48.75 +x_0=1700000 +y_0=7200000 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3949,RGF93 v1 / CC49,+proj=lcc +lat_0=49 +lon_0=3 +lat_1=48.25 +lat_2=49.75 +x_0=1700000 +y_0=8200000 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3950,RGF93 v1 / CC50,+proj=lcc +lat_0=50 +lon_0=3 +lat_1=49.25 +lat_2=50.75 +x_0=1700000 +y_0=9200000 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3968,NAD83 / Virginia Lambert,+proj=lcc +lat_0=36 +lon_0=-79.5 +lat_1=37 +lat_2=39.5 +x_0=0 +y_0=0 +datum=NAD83 +units=m +no_defs +type=crs
EPSG,3969,NAD83(HARN) / Virginia Lambert,+proj=lcc +lat_0=36 +lon_0=-79.5 +lat_1=37 +lat_2=39.5 +x_0=0 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3970,NAD83(NSRS2007) / Virginia Lambert,+proj=lcc +lat_0=36 +lon_0=-79.5 +lat_1=37 +lat_2=39.5 +x_0=0 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3976,WGS 84 / NSIDC Sea Ice Polar Stereographic South,+proj=stere +lat_0=-90 +lat_ts=-70 +lon_0=0 +x_0=0 +y_0=0 +datum=WGS84 +units=m +no_defs +type=crs
EPSG,3978,NAD83 / Canada Atlas Lambert,+proj=lcc +lat_0=49 +lon_0=-95 +lat_1=49 +lat_2=77 +x_0=0 +y_0=0 +datum=NAD83 +units=m +no_defs +type=crs
EPSG,3979,NAD83(CSRS) / Canada Atlas Lambert,+proj=lcc +lat_0=49 +lon_0=-95 +lat_1=49 +lat_2=77 +x_0=0 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,3986,Katanga 1955 / Katanga Gauss zone A,+proj=tmerc +lat_0=-9 +lon_0=30 +k=1 +x_0=200000 +y_0=500000 +ellps=clrk66 +units=m +no_defs +type=crs
EPSG,3987,Katanga 1955 / Katanga Gauss zone B,+proj=tmerc +lat_0=-9 +lon_0=28 +k=1 +x_0=200000 +y_0=500000 +ellps=clrk66 +units=m +no_defs +type=crs
EPSG,3988,Katanga 1955 / Katanga Gauss zone C,+proj=tmerc +lat_0=-9 +lon_0=26 +k=1 +x_0=200000 +y_0=500000 +ellps=clrk66 +units=m +no_defs +type=crs
